ECnumber	Substrate	Organism	Kcat	metGroups
EC3.6.3.8	*	arabidopsis thaliana//eukaryotes;plants;eudicots;mustard family//ath	0.226358333333333	NA
EC3.6.3.8	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	12.4583333333333	NA
EC3.6.3.8	*	canis lupus familiaris//*//*	1.225	NA
EC3.6.3.9	k+	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	3	NA
EC3.6.3.9	na+/in	octopus bimaculatus//*//*	20.1	NA
EC3.6.3.9	na+/in	pareledone sp.//*//*	25.5	NA
EC3.6.3.9	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	51.2533333333333	NA
EC3.6.3.9	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.3025	NA
EC3.6.4.1	atp	acanthamoeba castellanii//eukaryotes;protists;amoebozoa;acanthamoeba//acan	17	Others
EC3.6.4.1	atp	caenorhabditis elegans//eukaryotes;animals;nematodes//cel	0.56	Others
EC3.6.4.1	atp	dictyostelium sp.//*//*	5.7	Others
EC3.6.4.1	atp	drosophila melanogaster//eukaryotes;animals;arthropods;insects//dme	6.95	Others
EC3.6.4.1	atp	gallus gallus//eukaryotes;animals;vertebrates;birds//gga	0.259	Others
EC3.6.4.1	atp	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.13	Others
EC3.6.4.1	atp	lethocerus griseus//*//*	4.1	Others
EC3.6.4.1	atp	lethocerus indicus//*//*	4.1	Others
EC3.6.4.1	atp	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	20	Others
EC3.6.4.1	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.05	Others
EC3.6.4.10	atp	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.00633	Others
EC3.6.4.10	atp	entamoeba histolytica//eukaryotes;protists;amoebozoa;entamoeba//ehi	0.00018	Others
EC3.6.4.10	atp	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	0.167	Others
EC3.6.4.10	atp	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0025	Others
EC3.6.4.10	atp	plasmodium falciparum//eukaryotes;protists;alveolates;apicomplexans//pfa	0.017	Others
EC3.6.4.10	atp	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	1.2	Others
EC3.6.4.10	atp	schizosaccharomyces pombe//eukaryotes;fungi;ascomycetes;schizosaccharomycetes//spo	0.0438	Others
EC3.6.4.10	atp	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	0.0014	Others
EC3.6.4.10	atp	synechococcus elongatus//prokaryotes;bacteria;cyanobacteria;synechococcus//syc	0.0408	Others
EC3.6.4.10	atp	tetragenococcus halophilus//prokaryotes;bacteria;firmicutes - bacilli;tetragenococcus//thl	0.012	Others
EC3.6.4.11	atp	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0615	NA
EC3.6.4.13	atp	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	22.2	Others
EC3.6.4.13	atp	west nile virus//*//*	3	Others
EC3.6.4.13	gtp	west nile virus//*//*	2.75	Others
EC3.6.4.13	rna	bacillus subtilis//prokaryotes;bacteria;firmicutes - bacilli;bacillus//bsu	1.48	Others
EC3.6.4.2	atp	dictyostelium discoideum//eukaryotes;protists;amoebozoa;dictyostelium//ddi	121.1	NA
EC3.6.4.2	atp	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	14.1	NA
EC3.6.4.2	atp	tetrahymena thermophila//eukaryotes;protists;alveolates;ciliates//tet	5	NA
EC3.6.4.2	formycin triphosphate	tetrahymena thermophila//eukaryotes;protists;alveolates;ciliates//tet	5	NA
EC3.6.4.2	*	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	8.4	NA
EC3.6.4.2	*	chlamydomonas reinhardtii//eukaryotes;plants;green algae//cre	47.9166666666667	NA
EC3.6.4.2	*	hemicentrotus pulcherrimus//*//*	20.4416666666667	NA
EC3.6.4.2	*	mytilus edulis//*//*	5.4	NA
EC3.6.4.2	*	strongylocentrotus droebachiensis//*//*	1.28333333333333	NA
EC3.6.4.2	*	strongylocentrotus purpuratus//eukaryotes;animals;echinoderms//spu	1.28333333333333	NA
EC3.6.4.2	*	tripneustes gratilla//*//*	5.41666666666667	NA
EC3.6.4.3	atp	drosophila melanogaster//eukaryotes;animals;arthropods;insects//dme	1.8	NA
EC3.6.4.3	atp	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	13	NA
EC3.6.4.3	atp	strongylocentrotus purpuratus//eukaryotes;animals;echinoderms//spu	0.005	NA
EC3.6.4.3	*	caenorhabditis elegans//eukaryotes;animals;nematodes//cel	0.0933333333333334	NA
EC3.6.4.4	adp	neurospora crassa//eukaryotes;fungi;ascomycetes;sordariomycetes//ncr	34	NA
EC3.6.4.4	atp	dictyostelium discoideum//eukaryotes;protists;amoebozoa;dictyostelium//ddi	144	NA
EC3.6.4.4	atp	drosophila melanogaster//eukaryotes;animals;arthropods;insects//dme	20	NA
EC3.6.4.4	atp	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	22	NA
EC3.6.4.4	atp	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	42.1	NA
EC3.6.4.4	atp	neurospora crassa//eukaryotes;fungi;ascomycetes;sordariomycetes//ncr	23.2	NA
EC3.6.4.4	atp	schizosaccharomyces pombe//eukaryotes;fungi;ascomycetes;schizosaccharomycetes//spo	2.4	NA
EC3.6.4.4	methylanthraniloyl-atp	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0009	NA
EC3.6.4.4	phosphate	neurospora crassa//eukaryotes;fungi;ascomycetes;sordariomycetes//ncr	29	NA
EC3.6.4.5	atp	drosophila melanogaster//eukaryotes;animals;arthropods;insects//dme	2.58	NA
EC3.6.4.5	atp	eremothecium gossypii//*//*	0.17	NA
EC3.6.4.5	atp	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	70	NA
EC3.6.4.5	atp	schizosaccharomyces pombe//eukaryotes;fungi;ascomycetes;schizosaccharomycetes//spo	1.9	NA
EC3.6.4.6	atp	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	0.85	Others
EC3.6.4.6	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.445	Others
EC3.6.4.9	atp	aeropyrum pernix//prokaryotes;archaea;crenarchaeota;aeropyrum//ape	2.21	NA
EC3.6.4.9	atp	allochromatium vinosum//prokaryotes;bacteria;gammaproteobacteria - others;allochromatium//alv	0.06	NA
EC3.6.4.9	atp	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.133	NA
EC3.6.4.9	atp	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	0.75	NA
EC3.6.4.9	atp	methanococcus maripaludis//prokaryotes;archaea;euryarchaeota;methanococcus//mmp	0.99	NA
EC3.6.4.9	atp	rhizobium leguminosarum//prokaryotes;bacteria;alphaproteobacteria;rhizobium//rle	0.014	NA
EC3.6.4.9	atp	rhodobacter sphaeroides//prokaryotes;bacteria;alphaproteobacteria;rhodobacter//rsp	0.13	NA
EC3.6.4.9	atp	ruminiclostridium thermocellum//prokaryotes;bacteria;firmicutes - clostridia;ruminiclostridium//cth	0.07	NA
EC3.6.4.9	atp	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	0.0417	NA
EC3.6.4.9	atp	thermoanaerobacter brockii//prokaryotes;bacteria;firmicutes - clostridia;thermoanaerobacter//tbo	1	NA
EC3.6.4.9	atp	thermoplasma acidophilum//prokaryotes;archaea;euryarchaeota;thermoplasma//tac	0.0055	NA
EC3.6.4.9	*	amoeba proteus//*//*	0.706666666666667	NA
EC3.6.4.9	*	pyrococcus furiosus//prokaryotes;archaea;euryarchaeota;pyrococcus//pfu	0.0584766666666667	NA
EC3.6.4.9	*	sulfolobus tokodaii//prokaryotes;archaea;crenarchaeota;sulfolobus//sto	0.0186666666666667	NA
EC3.6.4.B7	atp	desulfurococcus amylolyticus//prokaryotes;archaea;crenarchaeota;desulfurococcus//dka	1.2	NA
EC3.6.4.B7	atp	pyrobaculum islandicum//prokaryotes;archaea;crenarchaeota;pyrobaculum//pis	0.068	NA
EC3.6.4.B7	atp	pyrococcus furiosus//prokaryotes;archaea;euryarchaeota;pyrococcus//pfu	0.0345	NA
EC3.6.4.B8	atp	archaeoglobus fulgidus//prokaryotes;archaea;euryarchaeota;archaeoglobus//afu	1.7	NA
EC3.6.5.1	gtp	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	21	Others
EC3.6.5.1	gtp	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	0.019	Others
EC3.6.5.1	gtp	oryza sativa//eukaryotes;plants;monocots;grass family//osa	2.118	Others
EC3.6.5.1	gtp	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	9.9	Others
EC3.6.5.2	gtp	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.0005	Others
EC3.6.5.2	*	pseudomonas aeruginosa//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pae	0.00002264	Others
EC3.6.5.3	gtp	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	2.3	Others
EC3.6.5.3	gtp	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	8.8	Others
EC3.6.5.4	gtp	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	0.223	Others
EC3.6.5.5	gtp	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	3.1	Others
EC3.6.5.5	gtp	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.75	Others
EC3.6.5.5	gtp	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.024	Others
EC3.6.5.6	gtp	bos taurus//eukaryotes;animals;vertebrates;mammals//bta	0.0083	Others
EC3.6.5.6	gtp	prosthecobacter sp.//*//*	0.022	Others
EC3.6.5.6	gtp	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	1500	Others
EC3.7.1.1	(2r,3s)-2,3-dimethylmalate	botrytis cinerea//eukaryotes;fungi;ascomycetes;leotiomycetes//bfu	0.0293	Others
EC3.7.1.1	(2r,3s)-2-ethyl-3-methylmalate	dianthus caryophyllus//*//*	8.4	Others
EC3.7.1.1	oxaloacetate	aspergillus niger//eukaryotes;fungi;ascomycetes;eurotiomycetes//ang	0.505	Others
EC3.7.1.1	oxaloacetate	botrytis cinerea//eukaryotes;fungi;ascomycetes;leotiomycetes//bfu	50	Others
EC3.7.1.1	oxaloacetate	cryphonectria parasitica//*//*	35.2	Others
EC3.7.1.1	oxaloacetate	dianthus caryophyllus//*//*	2.72	Others
EC3.7.1.11	cyclohexane-1,2-dione	azoarcus sp.//prokaryotes;bacteria;betaproteobacteria;azoarcus//azo	1.6	Others
EC3.7.1.13	2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoic acid	pseudomonas sp.//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppuu	1300	Others
EC3.7.1.13	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate	janthinobacterium sp. j3//*//*	1.99	Others
EC3.7.1.13	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate	pseudomonas resinovorans//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pre	2.14	Others
EC3.7.1.14	(2e,4z)-2-hydroxy-6-oxonona-2,4-dienedioate	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	2	ALM
EC3.7.1.14	2-hydroxy-6-keto-6-phenylhexa-2,4-dienoic acid	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	0.036	ALM
EC3.7.1.17	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	mycobacterium tuberculosis//prokaryotes;bacteria;actinobacteria;mycobacterium//mtu	0.25	Others
EC3.7.1.17	4,5-9,10-diseco-3-hydroxy-5,9,17-tri-oxoandrosta-1(10),2-diene-4-oic acid	mycobacterium tuberculosis//prokaryotes;bacteria;actinobacteria;mycobacterium//mtu	0.55	Others
EC3.7.1.17	8-(2-chlorophenyl)-2-hydroxy-5-methyl-6-oxoocta-2,4-dienoic acid	mycobacterium tuberculosis//prokaryotes;bacteria;actinobacteria;mycobacterium//mtu	0.33	Others
EC3.7.1.18	6-oxocamphor	rhodococcus sp.//prokaryotes;bacteria;actinobacteria;rhodococcus//rhb	642.9	Others
EC3.7.1.19	2,6-dihydroxypseudooxynicotine	paenarthrobacter nicotinovorans//*//*	792	ISM
EC3.7.1.3	(2s)-2-amino-4-oxo-4-phenylbutanoic acid	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.7	ALM
EC3.7.1.3	2-amino-4-(2-chlorophenyl)-4-oxobutanoic acid	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.08	ALM
EC3.7.1.3	2-amino-4-(2-methoxyphenyl)-4-oxobutanoic acid	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.05	ALM
EC3.7.1.3	2-amino-4-(4-methoxyphenyl)-4-oxobutanoic acid	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.38	ALM
EC3.7.1.3	2-fluorobenzoyl-dl-alanine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.06	ALM
EC3.7.1.3	3,5-dibromo-l-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.2	ALM
EC3.7.1.3	3,5-dibromo-l-kynurenine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.23	ALM
EC3.7.1.3	3-bromo-l-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.9	ALM
EC3.7.1.3	3-bromo-l-kynurenine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	11	ALM
EC3.7.1.3	3-chloro-dl-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.67	ALM
EC3.7.1.3	3-chloro-dl-kynurenine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.71	ALM
EC3.7.1.3	3-fluoro-dl-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.23	ALM
EC3.7.1.3	3-fluoro-dl-kynurenine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	6.9	ALM
EC3.7.1.3	3-hydroxy-dl-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.5	ALM
EC3.7.1.3	3-hydroxy-l-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.5	ALM
EC3.7.1.3	3-hydroxy-l-kynurenine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	1	ALM
EC3.7.1.3	3-methyl-dl-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.33	ALM
EC3.7.1.3	3-methyl-dl-kynurenine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	1.5	ALM
EC3.7.1.3	5-bromo-3-chloro-dl-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.3	ALM
EC3.7.1.3	5-bromo-3-chloro-dl-kynurenine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	6.3	ALM
EC3.7.1.3	5-bromo-l-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.63	ALM
EC3.7.1.3	5-bromo-l-kynurenine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	11.9	ALM
EC3.7.1.3	5-chloro-l-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.47	ALM
EC3.7.1.3	5-chloro-l-kynurenine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	8.7	ALM
EC3.7.1.3	beta-(4-chlorobenzoyl)-dl-alanine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	1.83	ALM
EC3.7.1.3	beta-(4-methylbenzoyl)-dl-alanine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.91	ALM
EC3.7.1.3	beta-(4-trifluoromethylbenzoyl)-dl-alanine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.001	ALM
EC3.7.1.3	beta-benzoyl-l-alanine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.7	ALM
EC3.7.1.3	l-kynurenine	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.23	ALM
EC3.7.1.3	l-kynurenine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	16	ALM
EC3.7.1.3	o-benzoyl-l-serine	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	2.5	ALM
EC3.7.1.3	*	neurospora crassa//eukaryotes;fungi;ascomycetes;sordariomycetes//ncr	23.0266666666667	ALM
EC3.7.1.3	*	pseudomonas marginalis//*//*	16.6666666666667	ALM
EC3.7.1.3	*	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	0.395833333333333	ALM
EC3.7.1.3	*	suncus murinus//*//*	0.0476666666666667	ALM
EC3.7.1.3	*	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	113.833333333333	ALM
EC3.7.1.4	lactose	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	47	Others
EC3.7.1.4	pyridoxine-5'-beta-d-glucoside	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	1	Others
EC3.7.1.7	bicyclo[2.2.2]octane-2,6-dione	nostoc sp. pcc 7120//prokaryotes;bacteria;cyanobacteria;nostoc//ana	0.16	Others
EC3.7.1.7	*	pseudomonas sp.//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppuu	1.116775	Others
EC3.7.1.7	*	sphingomonas sp.//prokaryotes;bacteria;alphaproteobacteria;sphingomonas//sphm	3.03333333333333	Others
EC3.7.1.7	*	sphingopyxis sp.//prokaryotes;bacteria;alphaproteobacteria;sphingopyxis//sphp	348.833333333333	Others
EC3.7.1.8	(2e,4e)-2-hydroxy-6-(4-chlorophenyl)-6-oxohexa-2,4-dienoic acid	burkholderia cepacia//prokaryotes;bacteria;betaproteobacteria;burkholderia//bct	3.13	Others
EC3.7.1.8	(2e,4e)-2-hydroxy-6-(4-chlorophenyl)-6-oxohexa-2,4-dienoic acid	rhodococcus globerulus//*//*	33.7	Others
EC3.7.1.8	(2e,4e)-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	burkholderia cepacia//prokaryotes;bacteria;betaproteobacteria;burkholderia//bct	4.18	Others
EC3.7.1.8	(2e,4e)-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	rhodococcus globerulus//*//*	7.6	Others
EC3.7.1.8	(2e,4e)-6-(2-chlorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid	burkholderia cepacia//prokaryotes;bacteria;betaproteobacteria;burkholderia//bct	2.1	Others
EC3.7.1.8	(2e,4e)-6-(2-chlorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid	rhodococcus globerulus//*//*	1.74	Others
EC3.7.1.8	(2e,4e)-6-(3,4-dichlorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid	rhodococcus globerulus//*//*	29	Others
EC3.7.1.8	(2e,4e)-6-(3,5-chlorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid	rhodococcus globerulus//*//*	11.2	Others
EC3.7.1.8	(2e,4e)-6-(3-chlorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid	burkholderia cepacia//prokaryotes;bacteria;betaproteobacteria;burkholderia//bct	3.9	Others
EC3.7.1.8	(2e,4e)-6-(3-chlorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid	rhodococcus globerulus//*//*	15.3	Others
EC3.7.1.8	(2e,4z)-2,4-dihydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	burkholderia cepacia//prokaryotes;bacteria;betaproteobacteria;burkholderia//bct	0.0055	Others
EC3.7.1.8	(2e,4z)-4-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	burkholderia cepacia//prokaryotes;bacteria;betaproteobacteria;burkholderia//bct	0.00059	Others
EC3.7.1.8	(2e,4z)-5-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	burkholderia cepacia//prokaryotes;bacteria;betaproteobacteria;burkholderia//bct	1.53	Others
EC3.7.1.8	(2e,4z)-5-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	rhodococcus globerulus//*//*	1.03	Others
EC3.7.1.8	(2z,4e)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	burkholderia cepacia//prokaryotes;bacteria;betaproteobacteria;burkholderia//bct	0.0089	Others
EC3.7.1.8	(2z,4e)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	rhodococcus globerulus//*//*	0.0172	Others
EC3.7.1.8	2,6-dioxo-6-phenylhexa-3-enoate	dyella ginsengisoli//*//*	9.6	Others
EC3.7.1.8	2-hydroxy-6-oxo-6-(2-aminophenyl)hexa-2,4-dienoic acid	pseudomonas sp.//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppuu	1300	Others
EC3.7.1.8	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate	bacillus sp.//prokaryotes;bacteria;gammaproteobacteria - others;halothiobacillus//haz	1.11	Others
EC3.7.1.8	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	mycobacterium tuberculosis//prokaryotes;bacteria;actinobacteria;mycobacterium//mtu	0.066	Others
EC3.7.1.8	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid	paraburkholderia xenovorans//prokaryotes;bacteria;betaproteobacteria;paraburkholderia//bxe	26	Others
EC3.7.1.8	4-nitrophenyl benzoate	paraburkholderia xenovorans//prokaryotes;bacteria;betaproteobacteria;paraburkholderia//bxe	6.3	Others
EC3.7.1.8	8-(2-chlorophenyl)-2-hydroxy-5-methyl-6-oxoocta-2,4-dienoic acid	mycobacterium tuberculosis//prokaryotes;bacteria;actinobacteria;mycobacterium//mtu	0.33	Others
EC3.7.1.8	ethyl-2-acetoxy-6-keto-6-phenylhexa-2,4-dienoate	paraburkholderia xenovorans//prokaryotes;bacteria;betaproteobacteria;paraburkholderia//bxe	6.5	Others
EC3.7.1.8	meta-ring fission intermediate	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	12	Others
EC3.7.1.8	meta-ring fission intermediate	paraburkholderia xenovorans//prokaryotes;bacteria;betaproteobacteria;paraburkholderia//bxe	6.5	Others
EC3.7.1.8	*	pseudomonas cruciviae//*//*	137.04	Others
EC3.7.1.9	2-hydroxy-5-methylmuconate-6-semialdehyde	pseudomonas sp.//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppuu	1.15	Others
EC3.7.1.9	2-hydroxy-5-methylmuconic semialdehyde	flavobacterium sp.//*//*	16	Others
EC3.7.1.9	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	0.037	Others
EC3.7.1.9	2-hydroxy-6-oxo-7-methylocta-2,4-dienoate	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	23.1	Others
EC3.7.1.9	2-hydroxy-6-oxo-7-methylocta-2,4-dienoate	pseudomonas putida//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppu	0.41	Others
EC3.7.1.9	2-hydroxy-6-oxohepta-2,4-dienoate	flavobacterium sp.//*//*	57	Others
EC3.7.1.9	2-hydroxy-6-oxohepta-2,4-dienoate	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	19.5	Others
EC3.7.1.9	2-hydroxy-6-oxohepta-2,4-dienoate	pseudomonas putida//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppu	35	Others
EC3.7.1.9	2-hydroxy-6-oxohepta-2,4-dienoate	pseudomonas sp.//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppuu	36.53	Others
EC3.7.1.9	2-hydroxy-6-oxoocta-2,4-dienoate	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	42.4	Others
EC3.7.1.9	2-hydroxy-6-oxoocta-2,4-dienoate	pseudomonas putida//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppu	14	Others
EC3.7.1.9	2-hydroxymuconate-6-semialdehyde	pseudomonas sp.//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppuu	18.2	Others
EC3.7.1.9	2-hydroxymuconic semialdehyde	flavobacterium sp.//*//*	42	Others
EC3.7.1.9	*	arthrobacter sp.//prokaryotes;bacteria;actinobacteria;arthrobacter//art	14.9117333333333	Others
EC3.7.1.9	*	cupriavidus necator//prokaryotes;bacteria;betaproteobacteria;cupriavidus//cnc	33.64	Others
EC3.7.1.B1	2,4-diacetylphloroglucinol	pseudomonas fluorescens//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pfo	33	NA
EC3.7.1.B1	2,4-diacetylphloroglucinol	pseudomonas sp.//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//ppuu	5.8	NA
EC3.8.1.5	1,2,3-tribromopropane	rhodococcus rhodochrous//*//*	3.6	Others
EC3.8.1.5	1,2,3-trichloropropane	bradyrhizobium japonicum//prokaryotes;bacteria;alphaproteobacteria;bradyrhizobium//bju	0.24	Others
EC3.8.1.5	1,2,3-trichloropropane	rhodococcus rhodochrous//*//*	0.08	Others
EC3.8.1.5	1,2,3-trichloropropane	sphingobium japonicum//prokaryotes;bacteria;alphaproteobacteria;sphingobium//sjp	0.005	Others
EC3.8.1.5	1,2-dibromoethane	alcanivorax dieselolei//prokaryotes;bacteria;gammaproteobacteria - others;alcanivorax//adi	17.95	Others
EC3.8.1.5	1,2-dibromoethane	plesiocystis pacifica//*//*	0.38	Others
EC3.8.1.5	1,2-dibromoethane	rhodococcus rhodochrous//*//*	14.3	Others
EC3.8.1.5	1,2-dibromoethane	sphingomonas paucimobilis//*//*	26.4	Others
EC3.8.1.5	1,2-dibromopropane	bradyrhizobium japonicum//prokaryotes;bacteria;alphaproteobacteria;bradyrhizobium//bju	0.96	Others
EC3.8.1.5	1,2-dibromopropane	plesiocystis pacifica//*//*	1.97	Others
EC3.8.1.5	1,2-dibromopropane	rhodococcus rhodochrous//*//*	2.3	Others
EC3.8.1.5	1,2-dichloroethane	ancylobacter aquaticus//*//*	2.37	Others
EC3.8.1.5	1,2-dichloroethane	sphingomonas paucimobilis//*//*	1.05	Others
EC3.8.1.5	1,2-dichloropropane	sphingomonas paucimobilis//*//*	0.91	Others
