,KM [mM],RIDS,MIDS
4690,0.50059235,CRNabcpp,h_c
4691,0.43652457,RBFSa,h2o_c
4692,0.011416545,RBFSa,4r5au_c
4693,0.059352275,RBFSa,db4p_c
4694,0.060777742,RBFSa,dmlz_c
4695,0.085630715,RBFSa,pi_c
4696,0.6231034,G6Pt6_2pp,g6p_p
4697,0.56813407,G6Pt6_2pp,pi_p
4698,0.56813407,G6Pt6_2pp,pi_c
4699,0.6231034,G6Pt6_2pp,g6p_c
4700,0.048812754,ADNCYC,atp_c
4701,0.23587883,ADNCYC,ppi_c
4702,0.016777059,ADNCYC,camp_c
4703,0.21831556,PItex,pi_p
4704,0.21831556,PItex,pi_e
4705,1.0391229,GLYCtpp,glyc_c
4706,1.0391229,GLYCtpp,glyc_p
4707,0.34933418,URIK2,uri_c
4708,0.28898844,URIK2,ump_c
4709,0.23220314,URIK2,gdp_c
4710,0.23694006,URIK2,gtp_c
4711,0.7650256,URIK2,h_c
4712,0.044389483,HCYSMT,amet_c
4713,0.08408848,HCYSMT,hcys__L_c
4714,0.035449356,HCYSMT,ahcys_c
4715,0.25512603,HCYSMT,met__L_c
4716,1.2292585,HCYSMT,h_c
4717,0.3252109,PSERT,glu__L_c
4718,0.11573703,PSERT,akg_c
4719,0.12436726,PSERT,3php_c
4720,0.19124,PSERT,pser__L_c
4721,3.0620751,ECOAH7,h2o_c
4722,0.04331854,ECOAH7,3hhdcoa_c
4723,0.02805177,ECOAH7,hdd2coa_c
4724,0.10494346,GLTPD,nad_c
4725,0.19010422,GLTPD,galt1p_c
4726,0.33322698,GLTPD,tag6p__D_c
4727,2.3780572,GLTPD,h_c
4728,0.06896143,GLTPD,nadh_c
4729,10.419393,ASPT,nh4_c
4730,0.4632932,ASPT,fum_c
4731,1.4053181,ASPT,asp__L_c
4732,0.044516455,CDPMEK,adp_c
4733,0.056029133,CDPMEK,4c2me_c
4734,0.042109583,CDPMEK,atp_c
4735,0.046274677,CDPMEK,2p4c2me_c
4736,0.3326436,CDPMEK,h_c
4737,0.12764251,LEUabcpp,adp_c
4738,0.13457407,LEUabcpp,atp_c
4739,0.42901602,LEUabcpp,h2o_c
4740,0.38972312,LEUabcpp,leu__L_c
4741,0.4362428,LEUabcpp,pi_c
4742,0.55588716,LEUabcpp,h_c
4743,0.38972312,LEUabcpp,leu__L_p
4744,0.47106752,GLYBtex,glyb_p
4745,0.47106752,GLYBtex,glyb_e
4746,0.19226153,LPLIPAL1G181pp,h_p
4747,0.13963133,LPLIPAL1G181pp,g3pg_p
4748,0.0425208,LPLIPAL1G181pp,ocdcea_p
4749,0.022878557,LPLIPAL1G181pp,1agpg181_p
4750,0.15861045,LPLIPAL1G181pp,h2o_p
4751,0.46306002,GPDDA4,h2o_c
4752,0.16601996,GPDDA4,g3pg_c
4753,0.28295058,GPDDA4,glyc3p_c
4754,0.5063527,GPDDA4,glyc_c
4755,0.6130882,GPDDA4,h_c
4756,0.08993823,5DGLCNtex,5dglcn_p
4757,0.08993823,5DGLCNtex,5dglcn_e
4758,0.043544106,KARA1,nadph_c
4759,0.8843176,KARA1,23dhmb_c
4760,0.73448306,KARA1,alac__S_c
4761,0.07352478,KARA1,nadp_c
4762,4.059542,KARA1,h_c
4763,0.066768244,AIRC3,5aizc_c
4764,0.07549041,AIRC3,5caiz_c
4765,0.8013143,NDP7,h2o_c
4766,0.49375188,NDP7,ump_c
4767,0.23146003,NDP7,pi_c
4768,0.5086367,NDP7,udp_c
4769,0.82569414,NDP7,h_c
4770,0.2124865,SO2tex,so2_e
4771,0.2124865,SO2tex,so2_p
4772,0.10614922,PROGLYabcpp,adp_c
4773,0.0933548,PROGLYabcpp,atp_c
4774,0.6098958,PROGLYabcpp,h2o_c
4775,0.14894345,PROGLYabcpp,progly_p
4776,0.14894345,PROGLYabcpp,progly_c
4777,0.45987004,PROGLYabcpp,pi_c
4778,0.664573,PROGLYabcpp,h_c
4779,0.041405853,NI2abcpp,adp_c
4780,0.05141346,NI2abcpp,atp_c
4781,0.29169357,NI2abcpp,h2o_c
4782,0.20044737,NI2abcpp,ni2_c
4783,0.20044737,NI2abcpp,ni2_p
4784,0.14226595,NI2abcpp,pi_c
4785,0.19527107,NI2abcpp,h_c
4786,0.07907702,K2L4Aabcpp,adp_c
4787,0.10015951,K2L4Aabcpp,atp_c
4788,0.25426516,K2L4Aabcpp,h2o_c
4789,0.045084324,K2L4Aabcpp,kdo2lipid4_p
4790,0.28711438,K2L4Aabcpp,pi_c
4791,0.2675309,K2L4Aabcpp,h_c
4792,0.045084324,K2L4Aabcpp,kdo2lipid4_c
4793,1.0473162,LYXt2pp,h_p
4794,3.4826512,LYXt2pp,lyx__L_c
4795,3.4826512,LYXt2pp,lyx__L_p
4796,1.0473162,LYXt2pp,h_c
4797,0.5111868,NH4tex,nh4_p
4798,0.5111868,NH4tex,nh4_e
4799,0.13808638,SUCCtex,succ_p
4800,0.13808638,SUCCtex,succ_e
4801,0.07581335,SHKK,adp_c
4802,0.06425328,SHKK,atp_c
4803,0.46557945,SHKK,skm5p_c
4804,0.70480704,SHKK,skm_c
4805,0.7151785,SHKK,h_c
4806,1.9123731,NTD7,h2o_c
4807,0.02476839,NTD7,amp_c
4808,0.023878593,NTD7,adn_c
4809,0.442975,NTD7,pi_c
4810,2.094746,TDPAGTA,glu__L_c
4811,0.15761909,TDPAGTA,dtdp4addg_c
4812,0.15138687,TDPAGTA,dtdp4d6dg_c
4813,0.7314993,TDPAGTA,akg_c
4814,1.5843383,GLUt2rpp,h_p
4815,0.46225265,GLUt2rpp,glu__L_c
4816,0.46225265,GLUt2rpp,glu__L_p
4817,1.5843383,GLUt2rpp,h_c
4818,0.8141787,12PPDStex,12ppd__S_e
4819,0.8141787,12PPDStex,12ppd__S_p
4820,0.052923977,GLCRAL,2h3oppan_c
4821,0.01579244,GLCRAL,5dh4dglc_c
4822,0.110693574,GLCRAL,pyr_c
4823,0.029064225,DKGLCNR2y,nadph_c
4824,0.3168054,DKGLCNR2y,5dglcn_c
4825,0.38943085,DKGLCNR2y,25dkglcn_c
4826,0.044066194,DKGLCNR2y,nadp_c
4827,1.0857453,DKGLCNR2y,h_c
4828,0.05337394,HYXNtex,hxan_p
4829,0.05337394,HYXNtex,hxan_e
4830,0.3276272,NTD2pp,ump_p
4831,0.29517102,NTD2pp,pi_p
4832,0.24242423,NTD2pp,uri_p
4833,0.8963159,NTD2pp,h2o_p
4834,0.10368771,ASNS1,atp_c
4835,0.67812973,ASNS1,glu__L_c
4836,0.5330582,ASNS1,h2o_c
4837,0.6384515,ASNS1,asp__L_c
4838,0.18027155,ASNS1,amp_c
4839,0.56010574,ASNS1,gln__L_c
4840,0.36159813,ASNS1,ppi_c
4841,0.49272412,ASNS1,h_c
4842,0.5125673,ASNS1,asn__L_c
4843,0.089275464,URIt2pp_copy2,h_p
4844,0.375678,URIt2pp_copy2,uri_p
4845,0.089275464,URIt2pp_copy2,h_c
4846,0.375678,URIt2pp_copy2,uri_c
4847,0.04373347,UMPK,adp_c
4848,0.037480485,UMPK,atp_c
4849,0.16271698,UMPK,ump_c
4850,0.14404234,UMPK,udp_c
4851,3.3429544,DHAD1,h2o_c
4852,0.48249212,DHAD1,23dhmb_c
4853,0.5549221,DHAD1,3mob_c
4854,0.07457009,DHPTDNR,nadph_c
4855,0.15945704,DHPTDNR,dhptdn_c
4856,0.18628025,DHPTDNR,thptdn_c
4857,0.106327064,DHPTDNR,nadp_c
4858,0.9400498,DHPTDNR,h_c
4859,0.07907702,LIPAabcpp,adp_c
4860,0.031134399,LIPAabcpp,lipa_p
4861,0.10015951,LIPAabcpp,atp_c
4862,0.25426516,LIPAabcpp,h2o_c
4863,0.031134399,LIPAabcpp,lipa_c
4864,0.28711438,LIPAabcpp,pi_c
4865,0.2675309,LIPAabcpp,h_c
4866,1.0473162,RMNtpp,h_p
4867,1.6361703,RMNtpp,rmn_c
4868,1.6361703,RMNtpp,rmn_p
4869,1.0473162,RMNtpp,h_c
4870,0.16814125,HISTP,histd_c
4871,0.69209266,HISTP,h2o_c
4872,0.06650197,HISTP,hisp_c
4873,0.2531399,HISTP,pi_c
4874,0.650851,LDGUNPD,h2o_c
4875,0.20000494,LDGUNPD,gmp_c
4876,0.66737854,LDGUNPD,h_c
4877,0.043103736,LDGUNPD,5pg35pg_c
4878,0.49086016,METtex,met__L_p
4879,0.49086016,METtex,met__L_e
4880,0.1377062,NO3tex,no3_p
4881,0.1377062,NO3tex,no3_e
4882,0.0881838,MECDPS,2mecdp_c
4883,0.18493773,MECDPS,2p4c2me_c
4884,0.7313754,MECDPS,cmp_c
4885,1.9123731,NTD3,h2o_c
4886,0.045849655,NTD3,dcyt_c
4887,0.04231438,NTD3,dcmp_c
4888,0.442975,NTD3,pi_c
4889,0.3541586,PPM,r5p_c
4890,0.36357492,PPM,r1p_c
4891,0.30108008,23PDE4pp,h_p
4892,0.23180436,23PDE4pp,3cmp_p
4893,0.30625737,23PDE4pp,23ccmp_p
4894,0.30258575,23PDE4pp,h2o_p
4895,0.8250325,USHD,h2o_c
4896,0.43637204,USHD,ump_c
4897,0.015442555,USHD,lipidX_c
4898,0.014948045,USHD,u23ga_c
4899,1.003081,USHD,h_c
4900,0.0040126406,UDCPDPS,udcpdp_c
4901,0.14525555,UDCPDPS,ppi_c
4902,0.05543855,UDCPDPS,ipdp_c
4903,0.0013534302,UDCPDPS,frdp_c
4904,0.41702467,GLYCAtex,glyc__R_p
4905,0.41702467,GLYCAtex,glyc__R_e
4906,0.021719655,DMSOR1pp,mql8_c
4907,0.022933794,DMSOR1pp,mqn8_c
4908,0.035766914,DMSOR1pp,dms_p
4909,0.45118472,DMSOR1pp,h2o_p
4910,0.17957926,DMSOR1pp,dmso_p
4911,0.11581476,SLNTabcpp,adp_c
4912,0.09583602,SLNTabcpp,atp_c
4913,0.7219057,SLNTabcpp,slnt_c
4914,1.0189416,SLNTabcpp,h2o_c
4915,0.7219057,SLNTabcpp,slnt_p
4916,0.56661046,SLNTabcpp,pi_c
4917,1.1229312,SLNTabcpp,h_c
4918,0.43869725,ASNNpp,nh4_p
4919,0.22362155,ASNNpp,h2o_p
4920,0.35040915,ASNNpp,asn__L_p
4921,0.5434098,ASNNpp,asp__L_p
4922,0.37903532,IDONtex,idon__L_p
4923,0.37903532,IDONtex,idon__L_e
4924,0.18882369,ASPO5,succ_c
4925,0.29504368,ASPO5,iasp_c
4926,0.17372267,ASPO5,fum_c
4927,0.57306755,ASPO5,h_c
4928,0.6832059,ASPO5,asp__L_c
4929,0.77316946,UDPKAAT,glu__L_c
4930,0.36974603,UDPKAAT,akg_c
4931,0.16533571,UDPKAAT,udpLa4n_c
4932,0.14556372,UDPKAAT,udpLa4o_c
4933,0.65319943,ALKP,h2o_c
4934,0.21448618,ALKP,dhap_c
4935,0.2460947,ALKP,pi_c
4936,0.32676125,ALKP,dha_c
4937,0.3813185,CYANtex,cyan_e
4938,0.3813185,CYANtex,cyan_p
4939,0.46470413,IPDPS,h2o_c
4940,0.06597959,IPDPS,nad_c
4941,0.044193093,IPDPS,ipdp_c
4942,0.02742962,IPDPS,h2mb4p_c
4943,0.36380288,IPDPS,h_c
4944,0.030491458,IPDPS,nadh_c
4945,0.12471266,PHEtex,phe__L_p
4946,0.12471266,PHEtex,phe__L_e
4947,0.6554345,MELIBtex,melib_e
4948,0.6554345,MELIBtex,melib_p
4949,0.19226153,LPLIPAL1G180pp,h_p
4950,0.047677908,LPLIPAL1G180pp,ocdca_p
4951,0.02301783,LPLIPAL1G180pp,1agpg180_p
4952,0.13963133,LPLIPAL1G180pp,g3pg_p
4953,0.15861045,LPLIPAL1G180pp,h2o_p
4954,0.04117868,ACOAD5f,ddcacoa_c
4955,0.029122354,ACOAD5f,fadh2_c
4956,0.0408079,ACOAD5f,dd2coa_c
4957,0.05128899,ACOAD5f,fad_c
4958,0.06705695,MDH,nad_c
4959,0.13368578,MDH,mal__L_c
4960,0.12952825,MDH,oaa_c
4961,1.627507,MDH,h_c
4962,0.04280707,MDH,nadh_c
4963,0.31153125,CYANSTpp,h_p
4964,1.1422639,CYANSTpp,tsul_p
4965,0.61816615,CYANSTpp,tcynt_p
4966,0.4815198,CYANSTpp,so3_p
4967,0.30760968,CYANSTpp,cyan_p
4968,0.647678,MICITDr,h2o_c
4969,0.35863143,MICITDr,micit_c
4970,0.18708317,MICITDr,2mcacn_c
4971,0.06269198,DHNAOT4,2dmmql8_c
4972,0.7615161,DHNAOT4,co2_c
4973,0.06986204,DHNAOT4,octdp_c
4974,0.24555439,DHNAOT4,ppi_c
4975,0.31966522,DHNAOT4,h_c
4976,0.028094081,DHNAOT4,dhna_c
4977,0.44203922,23DOGULNt4pp,23doguln_c
4978,0.74246514,23DOGULNt4pp,na1_p
4979,0.44203922,23DOGULNt4pp,23doguln_p
4980,0.74246514,23DOGULNt4pp,na1_c
4981,0.053577058,HACD4,nadh_c
4982,0.097988784,HACD4,nad_c
4983,0.048246995,HACD4,3odcoa_c
4984,4.2309384,HACD4,h_c
4985,0.050018746,HACD4,3hdcoa_c
4986,0.41919369,GALTptspp,galt1p_c
4987,0.22998519,GALTptspp,pep_c
4988,0.34424442,GALTptspp,pyr_c
4989,0.59843934,GALTptspp,galt_p
4990,0.0581208,HYXNtpp,hxan_p
4991,0.0581208,HYXNtpp,hxan_c
4992,0.027613772,FMNRx,nad_c
4993,0.004456114,FMNRx,fmn_c
4994,0.0034869916,FMNRx,fmnh2_c
4995,0.14724301,FMNRx,h_c
4996,0.021140091,FMNRx,nadh_c
4997,0.2809551,GLYCLTtex,glyclt_e
4998,0.2809551,GLYCLTtex,glyclt_p
4999,0.060864624,ADSL2r,aicar_c
5000,0.19656722,ADSL2r,fum_c
5001,0.03981921,ADSL2r,25aics_c
5002,0.010525397,RBFSb,4r5au_c
5003,0.0067053875,RBFSb,ribflv_c
5004,0.07033995,RBFSb,dmlz_c
5005,0.5423387,ALLPI,allul6p_c
5006,0.6059186,ALLPI,all6p_c
5007,0.079680674,DKGLCNR2x,nad_c
5008,0.3168054,DKGLCNR2x,5dglcn_c
5009,0.38943085,DKGLCNR2x,25dkglcn_c
5010,1.0857453,DKGLCNR2x,h_c
5011,0.052288458,DKGLCNR2x,nadh_c
5012,0.2658061,G1PP,h2o_c
5013,0.55525464,G1PP,glc__D_c
5014,0.24191956,G1PP,pi_c
5015,0.22367926,G1PP,g1p_c
5016,0.20914948,GALCTtex,galct__D_e
5017,0.20914948,GALCTtex,galct__D_p
5018,0.29517102,R5PPpp,pi_p
5019,1.8767108,R5PPpp,rib__D_p
5020,0.8963159,R5PPpp,h2o_p
5021,0.2903513,R5PPpp,r5p_p
5022,0.027032588,ACALD,coa_c
5023,0.04405103,ACALD,nad_c
5024,0.026516775,ACALD,accoa_c
5025,2.7834425,ACALD,acald_c
5026,7.5094595,ACALD,h_c
5027,0.035145324,ACALD,nadh_c
5028,0.3353064,GLYCLTt4pp,glyclt_p
5029,0.36252344,GLYCLTt4pp,na1_p
5030,0.3353064,GLYCLTt4pp,glyclt_c
5031,0.36252344,GLYCLTt4pp,na1_c
5032,3.0620751,ECOAH2,h2o_c
5033,0.042434238,ECOAH2,3hhcoa_c
5034,0.047370546,ECOAH2,hx2coa_c
5035,0.062416073,ORNabcpp,adp_c
5036,0.061986893,ORNabcpp,atp_c
5037,0.50467056,ORNabcpp,h2o_c
5038,1.0270118,ORNabcpp,orn_c
5039,1.0270118,ORNabcpp,orn_p
5040,0.5152432,ORNabcpp,pi_c
5041,0.6525359,ORNabcpp,h_c
5042,0.37129727,ALDD2y,h2o_c
5043,0.024120197,ALDD2y,nadph_c
5044,0.38219994,ALDD2y,ac_c
5045,0.307186,ALDD2y,acald_c
5046,0.04947035,ALDD2y,nadp_c
5047,0.25934103,ALDD2y,h_c
5048,0.06783111,GLYC3Pabcpp,adp_c
5049,0.06651157,GLYC3Pabcpp,atp_c
5050,0.87095916,GLYC3Pabcpp,h2o_c
5051,0.45879412,GLYC3Pabcpp,glyc3p_c
5052,0.45879412,GLYC3Pabcpp,glyc3p_p
5053,0.652379,GLYC3Pabcpp,pi_c
5054,1.0228615,GLYC3Pabcpp,h_c
5055,1.9123731,NTD4,h2o_c
5056,0.2240469,NTD4,cytd_c
5057,0.442975,NTD4,pi_c
5058,0.16792424,NTD4,cmp_c
5059,0.07690816,ARMEPNS,atp_c
5060,0.08146632,ARMEPNS,ade_c
5061,0.04204464,ARMEPNS,atp_c
5062,0.028624136,ARMEPNS,ade_c
5063,0.0917465,ZNabcpp,adp_c
5064,0.11645737,ZNabcpp,atp_c
5065,0.37358007,ZNabcpp,zn2_p
5066,0.37358007,ZNabcpp,zn2_c
5067,0.3750483,ZNabcpp,h2o_c
5068,0.28512523,ZNabcpp,pi_c
5069,0.37275895,ZNabcpp,h_c
5070,0.5152609,GLYBt2pp,h_p
5071,0.41555247,GLYBt2pp,glyb_p
5072,0.41555247,GLYBt2pp,glyb_c
5073,0.5152609,GLYBt2pp,h_c
5074,0.17112607,THRPtex,thrp_e
5075,0.17112607,THRPtex,thrp_p
5076,0.09697475,PROGLYtex,progly_p
5077,0.09697475,PROGLYtex,progly_e
5078,0.06963662,TRPtipp,trp__L_p
5079,0.06963662,TRPtipp,trp__L_c
5080,0.29322818,G1Ptex,g1p_p
5081,0.29322818,G1Ptex,g1p_e
5082,0.11562678,ADA,ins_c
5083,2.0066624,ADA,h2o_c
5084,0.09134929,ADA,adn_c
5085,2.620459,ADA,nh4_c
5086,1.2316177,ADA,h_c
5087,0.36787257,LALALGLUtex,LalaLglu_e
5088,0.36787257,LALALGLUtex,LalaLglu_p
5089,0.017405162,FMNt,fmn_p
5090,0.017405162,FMNt,fmn_c
5091,0.07347031,ACONMT,amet_c
5092,0.21643257,ACONMT,aconm_c
5093,0.076777615,ACONMT,ahcys_c
5094,0.2909114,ACONMT,acon_T_c
5095,0.29517102,PSP_Lpp,pi_p
5096,0.49900573,PSP_Lpp,ser__L_p
5097,0.54072607,PSP_Lpp,pser__L_p
5098,0.8963159,PSP_Lpp,h2o_p
5099,1.6724919,INSt2pp,h_p
5100,0.12167973,INSt2pp,ins_c
5101,1.6724919,INSt2pp,h_c
5102,0.12167973,INSt2pp,ins_p
5103,0.82968515,RNDR4b,h2o_c
5104,0.9413034,RNDR4b,h2o_c
5105,1.3240577,RNDR4b,h2o_c
5106,0.8287612,RNDR4b,h2o_c
5107,0.65553665,RNDR4b,h2o_c
5108,0.28042662,MOAT,ckdo_c
5109,0.016778288,MOAT,kdolipid4_c
5110,0.019864263,MOAT,lipidA_c
5111,0.21632136,MOAT,cmp_c
5112,1.1813416,MOAT,h_c
5113,0.041147575,GLCATr,coa_c
5114,9.619277,GLCATr,glc__D_c
5115,0.0617603,GLCATr,accoa_c
5116,0.85256934,GLCATr,acglc__D_c
5117,0.77472746,42A12BOOXpp,nh4_p
5118,0.012410321,42A12BOOXpp,o2_p
5119,0.37443212,42A12BOOXpp,h2o_p
5120,0.030947698,42A12BOOXpp,dopa_p
5121,1.2121361,42A12BOOXpp,h2o2_p
5122,0.0239719,42A12BOOXpp,34dhpac_p
5123,0.046938147,AP5AH,adp_c
5124,0.041838612,AP5AH,atp_c
5125,1.2648692,AP5AH,h2o_c
5126,0.025296487,AP5AH,ap5a_c
5127,1.2539581,AP5AH,h_c
5128,0.006624977,GLUCYS,adp_c
5129,0.0054208743,GLUCYS,atp_c
5130,0.043627612,GLUCYS,glu__L_c
5131,0.0065444824,GLUCYS,cys__L_c
5132,0.030737033,GLUCYS,pi_c
5133,0.024275968,GLUCYS,glucys_c
5134,0.02946636,GLUCYS,h_c
5135,1.0438148,GLCt2pp,h_p
5136,2.0490966,GLCt2pp,glc__D_c
5137,2.0490966,GLCt2pp,glc__D_p
5138,1.0438148,GLCt2pp,h_c
5139,0.09584273,MSAR,nadph_c
5140,0.45290002,MSAR,3hpp_c
5141,0.1426585,MSAR,nadp_c
5142,0.29793158,MSAR,msa_c
5143,0.44822425,MSAR,h_c
5144,0.036774237,NDPK4,adp_c
5145,0.028196003,NDPK4,atp_c
5146,0.21493642,NDPK4,dtdp_c
5147,0.19300354,NDPK4,dttp_c
5148,0.17786682,TYRtipp,tyr__L_c
5149,0.17786682,TYRtipp,tyr__L_p
5150,0.72546554,GLUt4pp,glu__L_c
5151,0.72546554,GLUt4pp,glu__L_p
5152,0.94440293,GLUt4pp,na1_p
5153,0.94440293,GLUt4pp,na1_c
5154,0.7352815,TPI,g3p_c
5155,0.80642444,TPI,dhap_c
5156,0.16787481,23DAPPAtex,23dappa_p
5157,0.16787481,23DAPPAtex,23dappa_e
5158,0.27842304,NI2tex,ni2_e
5159,0.27842304,NI2tex,ni2_p
5160,0.95144,SERtpp,ser__L_c
5161,0.95144,SERtpp,ser__L_p
5162,0.05679385,TUNGSabcpp,adp_c
5163,0.056191668,TUNGSabcpp,atp_c
5164,1.731657,TUNGSabcpp,h2o_c
5165,0.15629546,TUNGSabcpp,tungs_p
5166,0.15629546,TUNGSabcpp,tungs_c
5167,0.368124,TUNGSabcpp,pi_c
5168,2.1835861,TUNGSabcpp,h_c
5169,0.20852807,ASPCT,cbasp_c
5170,0.20295466,ASPCT,cbp_c
5171,0.3352412,ASPCT,pi_c
5172,1.7933677,ASPCT,h_c
5173,1.3144237,ASPCT,asp__L_c
5174,0.038317244,3AMPtex,3amp_p
5175,0.038317244,3AMPtex,3amp_e
5176,0.834506,GLUPRT,glu__L_c
5177,0.21383438,GLUPRT,h2o_c
5178,0.5924556,GLUPRT,gln__L_c
5179,0.4613831,GLUPRT,prpp_c
5180,0.38500658,GLUPRT,pram_c
5181,0.39758447,GLUPRT,ppi_c
5182,0.8264794,LACZpp,h2o_p
5183,4.346352,LACZpp,glc__D_p
5184,3.2733045,LACZpp,gal_p
5185,0.40249816,LACZpp,lcts_p
5186,91.73957,ARABDI,arab__D_c
5187,4.8837085,ARABDI,rbl__D_c
5188,0.94034624,CYNTAH,cynt_c
5189,2.6176207,CYNTAH,nh4_c
5190,0.49087667,CYNTAH,co2_c
5191,1.5891168,CYNTAH,h_c
5192,0.84494495,CYNTAH,hco3_c
5193,0.013388726,PFL,coa_c
5194,0.29882342,PFL,for_c
5195,0.020065047,PFL,accoa_c
5196,0.59143436,PFL,pyr_c
5197,0.3630094,HEMEOS,h2o_c
5198,0.18229184,HEMEOS,ppi_c
5199,0.031858962,HEMEOS,hemeO_c
5200,0.03760561,HEMEOS,frdp_c
5201,0.026538262,HEMEOS,pheme_c
5202,0.3940915,IMPD,xmp_c
5203,4.4889016,IMPD,h2o_c
5204,0.14278647,IMPD,nad_c
5205,0.09660241,IMPD,imp_c
5206,5.0489907,IMPD,h_c
5207,0.07601546,IMPD,nadh_c
5208,1.5568103,MLTG2,h2o_c
5209,2.0931678,MLTG2,glc__D_c
5210,0.28174406,MLTG2,maltttr_c
5211,0.27871332,MLTG2,malttr_c
5212,0.25608897,ARGAGMt7pp,agm_p
5213,0.25608897,ARGAGMt7pp,agm_c
5214,0.30164793,ARGAGMt7pp,arg__L_c
5215,0.30164793,ARGAGMt7pp,arg__L_p
5216,0.11388475,TARTRt7pp,tartr__L_p
5217,0.49432513,TARTRt7pp,succ_c
5218,0.11388475,TARTRt7pp,tartr__L_c
5219,0.49432513,TARTRt7pp,succ_p
5220,2.1196992,AGDC,h2o_c
5221,5.3634276,AGDC,ac_c
5222,0.6889829,AGDC,gam6p_c
5223,0.36697268,AGDC,acgam6p_c
5224,0.29383346,GALCTNLtex,galctn__L_p
5225,0.29383346,GALCTNLtex,galctn__L_e
5226,0.027288323,ACACT2r,coa_c
5227,0.041633055,ACACT2r,btcoa_c
5228,0.04231188,ACACT2r,accoa_c
5229,0.037963036,ACACT2r,3ohcoa_c
5230,1.5747565,DHDPS,h2o_c
5231,0.25097397,DHDPS,23dhdp_c
5232,0.7852835,DHDPS,aspsa_c
5233,0.8587144,DHDPS,pyr_c
5234,1.7490919,DHDPS,h_c
5235,0.19282968,PGK,adp_c
5236,0.17071792,PGK,atp_c
5237,0.43900362,PGK,3pg_c
5238,0.35600552,PGK,13dpg_c
5239,0.045191545,TPRDCOAS,atp_c
5240,0.034593266,TPRDCOAS,ade_c
5241,0.038728256,TPRDCOAS,dpcoa_c
5242,0.040416542,TPRDCOAS,2tpr3dpcoa_c
5243,0.11581476,TSULabcpp,adp_c
5244,0.09583602,TSULabcpp,atp_c
5245,1.0189416,TSULabcpp,h2o_c
5246,1.0907968,TSULabcpp,tsul_p
5247,0.56661046,TSULabcpp,pi_c
5248,1.0907968,TSULabcpp,tsul_c
5249,1.1229312,TSULabcpp,h_c
5250,0.11015003,NADH10,nad_c
5251,0.03430475,NADH10,mql8_c
5252,0.044108056,NADH10,mqn8_c
5253,1.1542753,NADH10,h_c
5254,0.059568893,NADH10,nadh_c
5255,0.06822248,LDH_D,nad_c
5256,0.580469,LDH_D,lac__D_c
5257,0.39960322,LDH_D,pyr_c
5258,2.627151,LDH_D,h_c
5259,0.037345495,LDH_D,nadh_c
5260,0.2081476,GLYC3Ptex,glyc3p_e
5261,0.2081476,GLYC3Ptex,glyc3p_p
5262,0.7922981,ANS,glu__L_c
5263,0.45755178,ANS,gln__L_c
5264,0.04138389,ANS,chor_c
5265,0.04042088,ANS,anth_c
5266,0.7967259,ANS,pyr_c
5267,0.79631037,ANS,h_c
5268,0.076642245,FRUK,adp_c
5269,0.06914866,FRUK,atp_c
5270,0.30048388,FRUK,fdp_c
5271,0.25748038,FRUK,f1p_c
5272,1.1641335,FRUK,h_c
5273,0.05149613,P5CR,nadph_c
5274,1.1693578,P5CR,pro__L_c
5275,0.6744211,P5CR,1pyr5c_c
5276,0.0786748,P5CR,nadp_c
5277,1.6470542,P5CR,h_c
5278,0.74475074,UGLT,gal1p_c
5279,0.2543505,UGLT,udpg_c
5280,0.3459988,UGLT,udpgal_c
5281,0.80375767,UGLT,g1p_c
5282,0.914823,LYXtex,lyx__L_p
5283,0.914823,LYXtex,lyx__L_e
5284,1.6923193,CYTBDpp,h_p
5285,1.7232212,CYTBDpp,h2o_c
5286,0.15096438,CYTBDpp,o2_c
5287,0.050619494,CYTBDpp,q8_c
5288,0.060448434,CYTBDpp,q8h2_c
5289,1.6923193,CYTBDpp,h_c
5290,0.029122354,ACOAD7f,fadh2_c
5291,0.05128899,ACOAD7f,fad_c
5292,0.022565331,ACOAD7f,pmtcoa_c
5293,0.021691997,ACOAD7f,hdd2coa_c
5294,0.5760787,BSORx,h2o_c
5295,0.07180352,BSORx,nad_c
5296,0.02533513,BSORx,btn_c
5297,0.028139655,BSORx,btnso_c
5298,0.49205947,BSORx,h_c
5299,0.06321024,BSORx,nadh_c
5300,0.9382025,MNt2pp,h_p
5301,0.9380641,MNt2pp,mn2_c
5302,0.9380641,MNt2pp,mn2_p
5303,0.9382025,MNt2pp,h_c
5304,0.08408848,HCYSMT2,hcys__L_c
5305,0.22034171,HCYSMT2,mmet_c
5306,0.25512603,HCYSMT2,met__L_c
5307,1.2292585,HCYSMT2,h_c
5308,1.069722,MALt2_3pp,h_p
5309,0.65699506,MALt2_3pp,mal__L_c
5310,0.65699506,MALt2_3pp,mal__L_p
5311,1.069722,MALt2_3pp,h_c
5312,0.05938614,DDGALK,adp_c
5313,0.053533003,DDGALK,atp_c
5314,0.3341371,DDGALK,2dh3dgal_c
5315,0.16443616,DDGALK,2dh3dgal6p_c
5316,0.5253329,DDGALK,h_c
5317,0.104463145,GUAD,gua_c
5318,0.02551592,GUAD,xan_c
5319,0.95504177,GUAD,h2o_c
5320,1.5745056,GUAD,nh4_c
5321,0.8596921,GUAD,h_c
5322,0.10533134,O2Stex,o2s_e
5323,0.10533134,O2Stex,o2s_p
5324,3.3874924,SPODM,h2o2_c
